Altersgruppe, Meldedatum, difference, trend, value
15-34, 2020-03-06, , , 0.1046
15-34, 2020-03-07, , , 0.1308
15-34, 2020-03-08, , , 0.1308
15-34, 2020-03-10, , , 0.1412
15-34, 2020-03-11, , , 0.1726
15-34, 2020-03-12, , , 0.1935
15-34, 2020-03-13, , , 0.2092
15-34, 2020-03-14, 0.1622, 0.1416, 0.2668
15-34, 2020-03-15, 0.1465, 0.1279, 0.2772
15-34, 2020-03-16, 0.1569, 0.137, 0.2877
15-34, 2020-03-17, 0.204, 0.1781, 0.3452
15-34, 2020-03-18, 0.1988, 0.1735, 0.3714
15-34, 2020-03-19, 0.2563, 0.2237, 0.4498
15-34, 2020-03-20, 0.3818, 0.3333, 0.5911
15-34, 2020-03-21, 0.4603, 0.4018, 0.7271
15-34, 2020-03-22, 0.4865, 0.4247, 0.7637
15-34, 2020-03-23, 0.5074, 0.4429, 0.7951
15-34, 2020-03-24, 0.5388, 0.4703, 0.884
15-34, 2020-03-25, 0.6538, 0.5708, 1.0252
15-34, 2020-03-26, 0.7114, 0.621, 1.1612
15-34, 2020-03-27, 0.5858, 0.5114, 1.1769
15-34, 2020-03-28, 0.4708, 0.411, 1.1978
15-34, 2020-03-29, 0.4969, 0.4338, 1.2606
15-34, 2020-03-30, 0.5597, 0.4886, 1.3548
15-34, 2020-03-31, 0.5021, 0.4384, 1.3861
15-34, 2020-04-01, 0.4551, 0.3973, 1.4803
15-34, 2020-04-02, 0.3191, 0.2785, 1.4803
15-34, 2020-04-03, 0.3871, 0.3379, 1.564
15-34, 2020-04-04, 0.4655, 0.4064, 1.6634
15-34, 2020-04-05, 0.3923, 0.3425, 1.6529
15-34, 2020-04-06, 0.272, 0.2374, 1.6268
15-34, 2020-04-07, 0.2982, 0.2603, 1.6843
15-34, 2020-04-08, 0.0942, 0.0822, 1.5744
15-34, 2020-04-09, 0.0418, 0.0365, 1.5221
15-34, 2020-04-10, -0.1674, -0.1818, 1.3966
15-34, 2020-04-11, -0.4603, -0.5, 1.2031
15-34, 2020-04-12, -0.4708, -0.5114, 1.1821
15-34, 2020-04-13, -0.4394, -0.4773, 1.1874
15-34, 2020-04-14, -0.6643, -0.7216, 1.02
15-34, 2020-04-15, -0.6015, -0.6534, 0.9729
15-34, 2020-04-16, -0.5597, -0.608, 0.9625
15-34, 2020-04-17, -0.4132, -0.4489, 0.9834
15-34, 2020-04-18, -0.1517, -0.1648, 1.0514
15-34, 2020-04-19, -0.1203, -0.1307, 1.0618
15-34, 2020-04-20, -0.1831, -0.1989, 1.0043
15-34, 2020-04-21, 0.0785, 0.0685, 1.0984
15-34, 2020-04-22, 0.1046, 0.0913, 1.0775
15-34, 2020-04-23, 0.1046, 0.0913, 1.0671
15-34, 2020-04-24, 0.0785, 0.0685, 1.0618
15-34, 2020-04-25, -0.0523, -0.0568, 0.9991
15-34, 2020-04-26, -0.0994, -0.108, 0.9625
15-34, 2020-04-27, -0.0418, -0.0455, 0.9625
15-34, 2020-04-28, -0.2406, -0.2614, 0.8578
15-34, 2020-04-29, -0.2197, -0.2386, 0.8578
